Ge33Si-1,-0.0691
Ge33Si-2,-0.0462
Ge33Si-3,-0.0867
Ge16Si-4,-0.0563
Ge16Si-5,-0.0749
Ge16Si-6,-0.1041
Ge16Si-7,-0.0734
Ge16Si-8,-0.0949
Ge16Si-9,-0.0731
Ge16Si-10,-0.0617
Ge16Si-11,-0.1056
Ge16Si-12,-0.0544
Ge16Si-13,-0.1180
Ge16Si-14,-0.0344
Ge16Si-15,-0.0890
Ge16Si-16,-0.0623
Ge16Si-17,-0.1186
Ge16Si-18,-0.0837
Ge16Si-19,-0.1111
Ge16Si-20,-0.0945
Ge16Si-21,-0.0363
Ge16Si-22,-0.0928
Ge16Si-23,-0.0979
Ge16Si-24,-0.1041
Ge16Si-25,-0.0737
Ge16Si-26,-0.0793
Ge16Si-27,-0.1056
Ge16Si-28,-0.0881
Ge16Si-29,-0.0945
Ge16Si-30,-0.0732
Ge16Si-31,-0.1041
Ge31Si3-32,-0.0941
Ge31Si3-33,-0.0785
Ge31Si3-34,-0.0797
Ge31Si3-35,-0.0638
Ge31Si3-36,-0.0709
Ge31Si3-37,-0.0841
Ge31Si3-38,-0.1161
Ge31Si3-39,-0.1386
Ge31Si3-40,-0.0722
Ge31Si3-41,-0.0865
Ge31Si3-42,-0.1067
Ge31Si3-43,-0.0654
Ge31Si3-44,-0.1114
Ge31Si3-45,-0.1224
Ge31Si3-46,-0.0867
Ge31Si3-47,-0.0821
Ge31Si3-48,-0.1230
Ge31Si3-49,-0.0910
Ge31Si3-50,-0.0797
Ge31Si3-51,-0.0970
Ge31Si3-52,-0.1593
Ge31Si3-53,-0.1246
Ge31Si3-54,-0.1098
Ge31Si3-55,-0.1219
Ge31Si3-56,-0.1176
Ge31Si3-57,-0.0732
Ge31Si3-58,-0.0927
Ge31Si3-59,-0.1013
Ge31Si3-60,-0.0944
Ge31Si3-61,-0.1200
Ge31Si3-62,-0.1020
Ge31Si3-63,-0.0961
Ge31Si3-64,-0.1042
Ge31Si3-65,-0.0807
Ge31Si3-66,-0.1074
Ge31Si3-67,-0.0833
Ge31Si3-68,-0.0737
Ge31Si3-69,-0.0841
Ge31Si3-70,-0.1192
Ge31Si3-71,-0.0360
Ge31Si3-72,-0.1262
Ge31Si3-73,-0.0863
Ge31Si3-74,-0.0757
Ge31Si3-75,-0.0978
Ge31Si3-76,-0.0945
Ge31Si3-77,-0.1201
Ge31Si3-78,-0.1044
Ge31Si3-79,-0.1169
Ge31Si3-80,-0.0601
Ge31Si3-81,-0.0887
Ge31Si3-82,-0.0653
Ge31Si3-83,-0.0819
Ge31Si3-84,-0.0978
Ge31Si3-85,-0.1112
Ge31Si3-86,-0.0780
Ge31Si3-87,-0.1293
Ge31Si3-88,-0.1107
Ge31Si3-89,-0.0749
Ge31Si3-90,-0.0758
Ge31Si3-91,-0.0930
Ge31Si3-92,-0.0438
Ge31Si3-93,-0.1548
Ge31Si3-94,-0.1010
Ge31Si3-95,-0.0958
Ge31Si3-96,-0.0703
Ge31Si3-97,-0.1099
Ge31Si3-98,-0.0850
Ge31Si3-99,-0.1192
Ge31Si3-100,-0.1255
Ge31Si3-101,-0.1313
Ge31Si3-102,-0.1088
Ge31Si3-103,-0.1121
Ge31Si3-104,-0.0719
Ge31Si3-105,-0.0997
Ge31Si3-106,-0.0844
Ge31Si3-107,-0.0771
Ge31Si3-108,-0.1160
Ge31Si3-109,-0.1123
Ge31Si3-110,-0.0624
Ge31Si3-111,-0.1124
Ge31Si3-112,-0.0685
Ge31Si3-113,-0.0948
Ge31Si3-114,-0.0718
Ge31Si3-115,-0.1127
Ge31Si3-116,-0.1009
Ge31Si3-117,-0.0972
Ge31Si3-118,-0.1270
Ge31Si3-119,-0.0811
Ge31Si3-120,-0.0978
Ge31Si3-121,-0.0952
Ge31Si3-122,-0.1362
Ge31Si3-123,-0.1156
Ge31Si3-124,-0.1518
Ge31Si3-125,-0.0756
Ge31Si3-126,-0.0989
Ge31Si3-127,-0.1361
Ge31Si3-128,-0.0978
Ge31Si3-129,-0.0766
Ge31Si3-130,-0.0983
Ge31Si3-131,-0.1574
Ge31Si3-132,-0.1898
Ge31Si3-133,-0.1300
Ge31Si3-134,-0.1285
Ge31Si3-135,-0.0674
Ge31Si3-136,-0.1302
Ge31Si3-137,-0.0697
Ge31Si3-138,-0.1236
Ge31Si3-139,-0.0551
Ge31Si3-140,-0.0651
Ge31Si3-141,-0.0841
Ge31Si3-142,-0.1146
Ge15Si2-143,-0.1548
Ge15Si2-144,-0.0786
Ge15Si2-145,-0.0894
Ge15Si2-146,-0.0713
Ge15Si2-147,-0.0689
Ge15Si2-148,-0.1309
Ge15Si2-149,-0.0770
Ge15Si2-150,-0.1170
Ge15Si2-151,-0.1605
Ge15Si2-152,-0.0698
Ge15Si2-153,-0.1212
Ge15Si2-154,-0.1120
Ge15Si2-155,-0.1008
Ge15Si2-156,-0.1250
Ge15Si2-157,-0.1025
Ge15Si2-158,-0.1402
Ge15Si2-159,-0.0549
Ge15Si2-160,-0.1282
Ge15Si2-161,-0.1578
Ge15Si2-162,-0.1160
Ge15Si2-163,-0.0423
Ge15Si2-164,-0.0985
Ge15Si2-165,-0.0787
Ge15Si2-166,-0.1025
Ge15Si2-167,-0.0370
Ge15Si2-168,-0.1480
Ge15Si2-169,-0.0898
Ge15Si2-170,-0.0958
Ge15Si2-171,-0.1262
Ge15Si2-172,-0.1529
Ge15Si2-173,-0.0984
Ge15Si2-174,-0.0401
Ge15Si2-175,-0.0916
Ge15Si2-176,-0.0685
Ge15Si2-177,-0.0791
Ge15Si2-178,-0.1012
Ge15Si2-179,-0.0921
Ge15Si2-180,-0.0739
Ge15Si2-181,-0.1143
Ge15Si2-182,-0.1009
Ge15Si2-183,-0.0729
Ge15Si2-184,-0.1314
Ge15Si2-185,-0.1068
Ge15Si2-186,-0.0746
Ge15Si2-187,-0.1309
Ge15Si2-188,-0.0840
Ge15Si2-189,-0.0940
Ge15Si2-190,-0.0801
Ge15Si2-191,-0.1157
Ge15Si2-192,-0.0602
Ge15Si2-193,-0.0785
Ge15Si2-194,-0.1337
Ge15Si2-195,-0.0916
Ge15Si2-196,-0.1342
Ge15Si2-197,-0.0981
Ge15Si2-198,-0.1568
Ge15Si2-199,-0.0746
Ge15Si2-200,-0.1009
Ge15Si2-201,-0.0714
Ge15Si2-202,-0.0931
Ge15Si2-203,-0.1139
Ge15Si2-204,-0.0686
Ge15Si2-205,-0.1127
Ge15Si2-206,-0.0707
Ge15Si2-207,-0.1248
Ge15Si2-208,-0.1497
Ge15Si2-209,-0.0972
Ge15Si2-210,-0.1211
Ge15Si2-211,-0.0728
Ge15Si2-212,-0.1264
